SQ_CANDIDATO;SG_UF;estrato_final;cluster_final_codigo;perfil_patrimonial_final
50001600565;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600567;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600571;BA;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
50001600577;BA;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
50001600579;BA;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
50001600582;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001600583;BA;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
50001600584;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001600585;BA;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
50001600586;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001600588;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600589;BA;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
50001600599;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600600;BA;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
50001600601;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600602;BA;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
50001600603;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600604;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600607;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600609;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600610;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600614;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600616;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600620;BA;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
50001600622;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600624;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600626;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600627;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600628;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600629;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600630;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600631;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600633;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600634;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600636;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600639;BA;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
50001600642;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600643;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600645;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600757;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600758;BA;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
50001600759;BA;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
50001600760;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600761;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600762;BA;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
50001600765;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600766;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600768;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600769;BA;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
50001600771;BA;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
50001600772;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600773;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600774;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001600775;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600776;BA;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
50001600778;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001600779;BA;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
50001600782;BA;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
50001600783;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001600784;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001600785;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001600792;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001602951;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001602952;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001602953;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001602954;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001602955;BA;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
50001602958;BA;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
50001602959;BA;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
50001602960;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001602961;BA;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
50001602962;BA;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
50001602963;BA;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
50001602965;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001602966;BA;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
50001602967;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001602968;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001602969;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001602970;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001602971;BA;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
50001602972;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001602974;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001602976;BA;Ultra-alto patrimônio;ultra_k7_c5;Ultra alto patrimônio - societário concentrado
50001603009;BA;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
50001603011;BA;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
50001603013;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001603015;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001603016;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001603017;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001603018;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001603019;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001603020;BA;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
50001603021;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001603022;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001603023;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001603024;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001603025;BA;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
50001603026;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001603028;BA;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
50001603029;BA;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
50001603032;BA;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
50001603638;BA;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
50001603639;BA;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
50001604557;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001604561;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604563;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001604564;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604568;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001604569;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001604570;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001604571;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001604572;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001604573;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604575;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604577;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604579;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604580;BA;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
50001604583;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604584;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604585;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604586;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604587;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604588;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001604589;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001604590;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604593;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604594;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604596;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604597;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604598;BA;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
50001604599;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604600;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001604601;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604602;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001604604;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604609;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001604611;BA;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
50001604617;BA;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
50001604619;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
50001604620;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001604713;BA;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
50001604745;BA;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
50001604884;BA;Ultra-alto patrimônio;ultra_k7_c6;Ultra alto patrimônio - imobiliário misto
50001605325;BA;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
50001605326;BA;Ultra-alto patrimônio;ultra_k7_c6;Ultra alto patrimônio - imobiliário misto
50001605351;BA;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
50001605353;BA;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
50001605354;BA;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
50001605357;BA;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
50001605358;BA;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
50001605359;BA;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
50001605360;BA;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
